Code,UiFile,Arabic,English
80068,CreateCharacter.ui,1ÍÇÑÓ ÇáãÑãì áÏíå ŞÏÑÉ İí ÇáÊŞÇØ ÇáßÑÉ Öãä ãÑÈÚ ÇáÍÑÇÓÉ áãäÚ ÇáÎÕã ãä ÊÓÌíá ÇáåÏİ 2 ãåÇÑÇÊå áíÓÊ ßÇáÇÎÑíä ÎÇÑÌ ãÑÈÚ ÇáÍÑÇÓÉ,"1. Goalkeeper, possible to catch the ball in thegoalkeeper to prevent the opposition from\scoring\2. The lowest field player at the out of\goalkeeper area."
80069,CreateCharacter.ui,äÊÇÆÌ ãÈÇÑíÇÊå,s match result
80070,CreateCharacter.ui,æÕİ ÇáãÑßÒ,Description of the position
80071,CreateCharacter.ui,ÇáÊØæÑ ÇáÊáŞÇÆí,Automatic growth
80072,CreateCharacter.ui,ÔÌÑÉ ÇáãäÇÕÈ,Position Tree
80073,CreateCharacter.ui,ŞÇÆãÉ ÇáãåÇÑÇÊ,Skill List
80074,CreateCharacter.ui,ÅäÔÇÁ ÔÎÕíÉ,CreateCharacter
90001,CreateQuest.ui,ÇáÃÏÇÉ,Item
90002,CreateQuest.ui,ÈáÇ,None
90003,CreateQuest.ui,ÇáäŞÇØ,Points
90004,CreateQuest.ui,EXP,EXP
90005,CreateQuest.ui,ÊİÇÕíá ÇáãåãÉ,Quest Detail
90006,CreateQuest.ui,ÇáÍÇáÉ:,Condition :
90007,CreateQuest.ui,ÇáæÕİ,Description
90008,CreateQuest.ui,ÇáãÓÊæì:,Level :
90009,CreateQuest.ui,ÇááÇÚÈ:,Player :
90010,CreateQuest.ui,ÇáÓãÚÉ: ,Repetition :
90011,CreateQuest.ui,ßáãÉ ÇáÓÑ,Password
90012,CreateQuest.ui,ÇáØáÈ,Order
90013,CreateQuest.ui,ÛíÑ ãßÊãá,Incompleted
90014,CreateQuest.ui,Êã,Completed
90015,CreateQuest.ui,ÇáãÓÊæì  ,Level
90016,CreateQuest.ui,ÇááÇÚÈ,Player
90017,CreateQuest.ui,ÇáÓãÚÉ,Repetition
90018,CreateQuest.ui,ÇáÍÇáÉ   ,Condition
90019,CreateQuest.ui,ãåãÉ ÌÏÈÏÉ,New Quest
90020,CreateQuest.ui,äæÚ ÇáãåãÉ,Quest Type
100001,CreateRoom.ui,ÇáÅÚÏÇÏ,Setting
100002,CreateRoom.ui,ÎÕÕ ÇáßãÈíæÊÑ,Set AI
100003,CreateRoom.ui,äæÚ ÇáãÈÇÑÉ,Match type
100004,CreateRoom.ui,ÚÇÏí,Normal
100005,CreateRoom.ui,ÇáÑåÇä,Betting
100006,CreateRoom.ui,ÇááŞÈ,Title
100007,CreateRoom.ui,ßáãÉ ÇáÓÑ,Password
100008,CreateRoom.ui,ÇááÇÚÈ,Player
100009,CreateRoom.ui,ÍÇÑÓ ãÑãì İŞØ,Goalee Only
100010,CreateRoom.ui,ßÇİÉ ÇáãÑÇßÒ,All positions
100011,CreateRoom.ui,ÈÏæä áÇÚÈíä ßãÈíæÊÑ,No AI players
100012,CreateRoom.ui,ÇáÊİÕíá,Detail
100013,CreateRoom.ui,"íãßäß áÚÈ ãÈÇÑÉ ÇáÑåÇä,ÚäÏãÇ ÊÕÈÍ ÇáãÓÊæì 20","Possilbe to play the betting match, when you meet the Lv.20"
100014,CreateRoom.ui,ÇáãÓÊæì,Level
100015,CreateRoom.ui,äŞÇØ ÇáÑåÇä,Betting Points
100016,CreateRoom.ui,300 äŞØÉ,Points 300
100017,CreateRoom.ui,500 äŞØÉ,Points 500
100018,CreateRoom.ui,1000 äŞØÉ,Points 1000
100019,CreateRoom.ui,ÇáãÑÇßÒ,Positons
100020,CreateRoom.ui,ÇáßÑÉ,Ball 
100021,CreateRoom.ui,ÇáæŞÊ,Time
100022,CreateRoom.ui,ÇáØŞÓ,Weather
100023,CreateRoom.ui,ÓãÇÍ ÈÊÛíÑ ÇáæŞÊ,Allow changing\Time
100024,CreateRoom.ui,ÓãÇÍ ÈÊÛíÑ ÇáØŞÓ,Allow changing\Weather
100025,CreateRoom.ui,İŞØ ÇáäÇÏí,Club only
100026,CreateRoom.ui,ÇáãÔÇåÏ,Observer 
100027,CreateRoom.ui,ÇáÓãÇÍ ÈÇáãÍÇÏËÉ,Allow Chat
100028,CreateRoom.ui,ÇáÎíÇÑÇÊ,Options
100029,CreateRoom.ui,ÇáÓáÓáÉ,Sequence
100030,CreateRoom.ui,ÚÔæÇÆí,Random
100031,CreateRoom.ui,ÇáãÓÊæì ±5,LEVEL ±5
100032,CreateRoom.ui,ÇáãÓÊæì ±10 ,LEVEL ±10
100033,CreateRoom.ui,Çáßá,ALL
100034,CreateRoom.ui,ãäİÑÏ,Single
100035,CreateRoom.ui,ãÈÇÑÇÉ ÈØÇŞÉ ÇáßãÈíæÊÑ,AI card match
100036,CreateRoom.ui,ãÓÊæì %d-%d,%d-%d Level
100037,CreateRoom.ui,ÎíÇÑÇÊ ÇááÚÈ,Play mode setting
100038,CreateRoom.ui,ÇÚÏÇÏÇÊ ÇáßãÈíæÊÑ,AI setting
100039,CreateRoom.ui,ÇÎÊÑ ÇáãäØŞÉ,Select Local area
100040,CreateRoom.ui,ÈÏæä ßãÈíæÊÑ,Unable AI
100041,CreateRoom.ui,ãÚ ßãÈíæÊÑ,Enable AI
100042,CreateRoom.ui,ÇáÓÚæÏíÉ,Saudi Arabia
100043,CreateRoom.ui,ÇáÌÒÇÆÑ,Algeria
100044,CreateRoom.ui,ÇáãÛÑÈ,Morroco
100045,CreateRoom.ui,ÇáÈÍÑíä,Bahrain
100046,CreateRoom.ui,ÚÑÇŞ,Iraq
100047,CreateRoom.ui,áÈäÇä,Lebanon
100048,CreateRoom.ui,ÓæÑíÇ,Syria
100049,CreateRoom.ui,ÇáÇãÇÑÇÊ ÇáÚÑÈíÉ ÇáãÊÍÏÉ,United Arab Emirates
100050,CreateRoom.ui,ÚãÇä,Oman
100051,CreateRoom.ui,ÇáÇÑÏä,Jordan
100052,CreateRoom.ui,ÊæäÓ,Tunisia
100053,CreateRoom.ui,ãÕÑ,Egypt
100054,CreateRoom.ui,ŞØÑ,Qatar
100055,CreateRoom.ui,İáÓØíä,Palestine
100056,CreateRoom.ui,ÇáßæíÊ,Kuwait
100057,CreateRoom.ui,Çáíãä,Yemen
100058,CreateRoom.ui,áíÈíÇ,Libya
100059,CreateRoom.ui,ÇáÓæÏÇä,Sudan
110001,GameLoading.ui,ãÔÇåÏ 1,Observer 1
110002,GameLoading.ui,ãÔÇåÏ 2,Observer 2
110003,GameLoading.ui,ãÔÇåÏ 3,Observer 3
110004,GameLoading.ui,ãÔÇåÏ 4,Observer 4
110005,GameLoading.ui,ÇáãÓÇæÇÉ,Equality
110006,GameLoading.ui,ÇáåíãäÉ,Dominance
110007,GameLoading.ui,ÇáÊäÍí,Recessiveness
120001,GamePlay.ui,+ 100 äŞØÉ,+ 100 Points
120002,GamePlay.ui,ßä ãÊÃßÏ ãä ÇáİæÒ,Be sure to Win!
120003,GamePlay.ui,ÇÍÊİÙ ÈÇáİæÒ,Keep the victiory!
120004,GamePlay.ui,ßä ãÊÃßÏ ãä ÇáİæÒ,Be sure to Win!
120005,GamePlay.ui,Ïáíá ÊÚáíãí,TUTORIAL
130001,GameResult.ui,ÇáäÊíÌÉ,Score
130002,GameResult.ui,äÌã ÇáãÈÇÑÉ,MVP
130003,GameResult.ui,ÇÍÕÇÆíÇÊ ÇáİÑíŞ,Team Stats
130004,GameResult.ui,ÇáŞØÚ,Cutting
130005,GameResult.ui,ÇáÊÓÏíÏ,Shots
130006,GameResult.ui,ÇáÎØİ,Steals
130007,GameResult.ui,ÇáÚÑŞáÉ,Tackles
130008,GameResult.ui,ããÊáßÇÊ,Possession
130009,GameResult.ui,ÇáÊÑŞíÉ,Promotion
130010,GameResult.ui,ÇáÇÓã,Name
130011,GameResult.ui,ÇáãßÇİÆÉ,Reward  
130012,GameResult.ui,ÈØÇŞÉ ÇÖÇİíÉ,Bonus Card
130013,GameResult.ui,æÕİ ÇáãåãÉ,Quest Description
130014,GameResult.ui,ãÈÑæß áŞÏ ÈáÛÊ ÇáãÓÊæì 10ÇäÊŞá ááÕİÍÉ áÊØæíÑ ÔÎÕíÊß,Congratulations!\Achieve Lv.10\Move to the page for upgrading your character.
130015,GameResult.ui,äÊíÌÉ ÇááÚÈÉ,GameResult
130016,GameResult.ui,ÇáäŞÇØ æ ÇáÎÈÑÉ ÇáãßÊÓÈÉ,Acquired Points and EXP
130017,GameResult.ui,ÇáÎÈÑÉ ÇáãßÊÓÈÉ,Acquired EXP
130018,GameResult.ui,ÇáäŞÇØ ÇáãßÊÓÈÉ,Acquired Points
130019,GameResult.ui,ŞÇÆãÉ ÇáÌæÇÆÒ,Reward List
130020,GameResult.ui,ÇáãåãÉ,Mission
140001,GameResult_open.ui,äÊíÌÉ ÇááÚÈÉ,Game Result
150001,ItemBag.ui,ãÇÑßÉ,Brand
150002,ItemBag.ui,ããíÒ,Hit
150003,ItemBag.ui,ÌÏíÏ,New
150004,ItemBag.ui,ÓáÉ ÇáãÔÊÑíÇÊ,Cart
150005,ItemBag.ui,Çáßá,All
150006,ItemBag.ui,ÇáÑÃÓ,Head
150007,ItemBag.ui,ÇáæÌå,Face
150008,ItemBag.ui,ØáÇÁ ÇáæÌå,Face Painting
150009,ItemBag.ui,ÇáÈäØÇá,Pants
150010,ItemBag.ui,ÇáŞãÕÇä,Shirts
150011,ItemBag.ui,ÇáŞİÇÒÇÊ,Gloves
150012,ItemBag.ui,ÇáÇÍĞíÉ,Shoes
150013,ItemBag.ui,ÇáÌæÇÑÈ,Socks
150014,ItemBag.ui,ÇáÃŞÑÇØ,Earrings
150015,ItemBag.ui,ÇáäÙÇÑÇÊ,Glasses
150016,ItemBag.ui,ÇáŞáÇÏÇÊ,Necklaces
150017,ItemBag.ui,ÇáÃŞäÚÉ,Masks
150018,ItemBag.ui,ÑÈØÉ ÇáíÏ,Elbow Bands
150019,ItemBag.ui,ÑÈØÉ ÇáãÚÕã,Wrist Bands
150020,ItemBag.ui,ÑÈØÉ ÇáÑßÈÉ,Knee Guards
150021,ItemBag.ui,ÃÏæÇÊ ÇáÊÔÌíÚ,Cheering Tools
150022,ItemBag.ui,ÇáÎÇäÇÊ,Slots
150023,ItemBag.ui,ÇáãÔÑæÈÇÊ,Drinks
150024,ItemBag.ui,ÔæßæáÇ,Bars
150025,ItemBag.ui,Çáßá,All
150026,ItemBag.ui,ÇáãåÇÑÉ Lv.,Skill Lv.
150027,ItemBag.ui,ÇáÅÌåÇÏ,Fatigue
150028,ItemBag.ui,ÇáãÓÊæì,Level
150029,ItemBag.ui,ÇáãÑÊÈÉ S,Rank S
150030,ItemBag.ui,ÇáãÑÊÈÉ A,Rank A
150031,ItemBag.ui,ÇáãÑÊÈÉ B,Rank B
150032,ItemBag.ui,ÇáãÑÊÈÉ C,Rank C
150033,ItemBag.ui,ÇáãÑÊÈÉ D,Rank D
150034,ItemBag.ui,ÇáåÏÇíÇ,Parcel
150035,ItemBag.ui,ßÇÊã ÇáÕæÊ,Muffler
150036,ItemBag.ui,ÍŞíÈÉ ÇáÙåÑ,Backpack
150037,ItemBag.ui,ÇáåÌæã,Attack
150038,ItemBag.ui,ÇáæÓØ,Middle
150039,ItemBag.ui,ÇáÏİÇÚ ,Defense
150040,ItemBag.ui,ÇáÚäÕÑ,Element
150041,ItemBag.ui,ãÚáæãÇÊ ÈØÇŞÉ ÇáßãÈíæÊÑ,AI Card Info
150042,ItemBag.ui,ÇáÚÖæ ÇáãÈÊÏÃ,Starting Member(s)
150043,ItemBag.ui,ãÒÌ,MIX
150044,ItemBag.ui,ÈØÇŞÉ ÇáãÒÌ,Mix Card
150045,ItemBag.ui,ÊØæíÑ,Enchant
150046,ItemBag.ui,ÇÓã ÇáÇÏÇÉ,Item name
150047,ItemBag.ui,æÖÚ,Take on
150048,ItemBag.ui,ÇÒÇáÉ,Take off
150049,ItemBag.ui,ÊØæíÑ,Upgrade
150050,ItemBag.ui,ÚÇÏí,NORMAL
150051,ItemBag.ui,äÇÏÑ,RARE
150052,ItemBag.ui,ããíÒ,SPECIAL
150053,ItemBag.ui,ÇÒÇáÉ Çáßá,Take off all
150054,ItemBag.ui,ãÑßÒ,Position
150055,ItemBag.ui,ÇÚÇÏÉ ÈíÚ,Resell
150056,ItemBag.ui,ÊØæíÑ ÇáÃÏÇÉ,Enchant Item Slot
150057,ItemBag.ui,ÇÕáÇÍ,Repair
160001,ItemDialog.ui,ÔÑÇÁ ÃÏÇÉ,Buy Item
160002,ItemDialog.ui,ä,P
160003,ItemDialog.ui,æ,C
160004,ItemDialog.ui,ÑÕíÏß,Your Balance
160005,ItemDialog.ui,ÓÚÑ ÇáÃÏÇÉ,Item Price
160006,ItemDialog.ui,ÑÕíÏ ÌÏíÏ,New Balance
160007,ItemDialog.ui,åá ÊÑÛÈ ÈÔÑÇÁ ÇáÃÏÇÉ¿,Would you like to buy the item?
160008,ItemDialog.ui,ÑÓÇáÉ,Message
160009,ItemDialog.ui,ÅíÌÇÏ ÕÏíŞ,Find Friend
160010,ItemDialog.ui,åá ÊÑÛÈ İí ÅåÏÇÁ ÇáÃÏÇÉ¿,Would you like to gift the item?
160011,ItemDialog.ui,åá ÊÑÛÈ İí ÊÈÏíá ÇáÇÏÇÉ¿,Would you like to exchange the item?
160012,ItemDialog.ui,ÔÑÇÁ ÈØÇŞÉ,Buy Card
160013,ItemDialog.ui,åá ÊÑíÏ ÔÑÇÁ ÇáÈØÇŞÉ,Would you like to buy the card?
160014,ItemDialog.ui,ØáÈ ÔÑÇÁ,Order
160015,ItemDialog.ui,ÇáÔÎÕíÉ,Character
160016,ItemDialog.ui,ÇáÊÇÑíÎ,Date
170001,ItemShop.ui,ÇááÈÇÓ,Uniform
170002,ItemShop.ui,ÇáÑŞã,Number
170003,ItemShop.ui,ÛĞÇÁ,Foods
170004,ItemShop.ui,ÇáÇÏæÇÊ ÇáÊí íãßä ÔÑÇÆåÇ Çáíæã ... íÊã ÇÖÇİÉ ÇÏæÇÊ ßá íæã ÇáÓÇÚÉ 12 ÕÈÇÍÇ,The items possible to buy today.\The new items will come every 12:00am.
170005,ItemShop.ui,ÈØÇŞÇÊ ÇáßãÈíæÊÑ,All Cards
170006,ItemShop.ui,ÇáãÑßÒ,Position
170007,ItemShop.ui,äãØ ÇáÊÍßã,Activity
170008,ItemShop.ui,ãÈÑæß áŞÏ ÍÕáÊ Úáì ÈØÇŞÉ ãÓÊæì D,Congratulations! You take a D grade card
170009,ItemShop.ui,ãÈÑæß áŞÏ ÍÕáÊ Úáì ÈØÇŞÉ ãÓÊæì C,Congratulations! You take a C grade card
170010,ItemShop.ui,ãÈÑæß áŞÏ ÍÕáÊ Úáì ÈØÇŞÉ ãÓÊæì B,Congratulations! You take a B grade card
170011,ItemShop.ui,ãÈÑæß áŞÏ ÍÕáÊ Úáì ÈØÇŞÉ ãÓÊæì A,Congratulations! You take a A grade card
170012,ItemShop.ui,ãÈÑæß áŞÏ ÍÕáÊ Úáì ÈØÇŞÉ ãÓÊæì S,Congratulations! You take a S grade card
170013,ItemShop.ui,ÇÏÇÉ åÏíÉ,Gift Item
170014,ItemShop.ui,ÇÏÇÉ ãÈÇÏáÉ,Exchange Item
170015,ItemShop.ui,ÎíÇÑÇÊ ÇááÚÈÉ,Item option(s)
170016,ItemShop.ui,ÇáÔÎÕíÉ,Character
170017,ItemShop.ui,ÊÚáíŞ,Comment
170018,ItemShop.ui,æŞÊ ÇáÇÓÊÎÏÇã %d/%d,Durability %d/%d
170019,ItemShop.ui,ÏÇÆã,Permanent
170020,ItemShop.ui,æÙÇÆİí,Functionality
170021,ItemShop.ui,ŞÇÈá ááÊØæíÑ,Expendability
170022,ItemShop.ui,ÊÍÏíË %d ÇáÃÏæÇÊ ÇáÌÏíÏÉ,Refresh %d New items 
170023,ItemShop.ui,ÃÏÇæÊ ÌÏíÏÉ,New items
180001,MessageBox.ui,ÑÓÇáÉ,Message
180002,MessageBox.ui,íÑÌì ÇÎÊíÇÑ ÇáãİÊÇÍ,"Please, set the key"
190001,Option.ui,ÎíÇÑ ÇááÚÈÉ,Game Option
190002,Option.ui,ÇáßÇãíÑÇ,Camera
190003,Option.ui,Òææã,Zoom
190004,Option.ui,ÇÓãÇÁ,Names
190005,Option.ui,ÊİÚíá,Enable
190006,Option.ui,ÅáÛÇÁ,Disable
190007,Option.ui,ÏÚæÉ,Invitation
190008,Option.ui,ÊÃËíÑÇÊ ÇáÕæÊ,Effect Sound
190009,Option.ui,ãæÓíŞì ÇáÎáİíÉ,BGM
190010,Option.ui,ÅÎİÇÁ,Hide
190011,Option.ui,Çáßá,All
190012,Option.ui,ÇáåÏİ,Target
190013,Option.ui,ÇáİÑíŞ,Team
190014,Option.ui,äŞØÉ ÇáÚÑÖ  ÇáÊÍßã,View point\Control
190015,Option.ui,Gamma,Gamma
190016,Option.ui,æÖÚ ÇáÔÇÔÉ,Screen Mode
190017,Option.ui,ßÇãá,Full
190018,Option.ui,äÇİĞÉ,Window
190019,Option.ui,Anti-Aliasing,Anti-Aliasing
190020,Option.ui,ÊÃËíÑÇÊ ÇáØŞÓ,Weather Effect
190021,Option.ui,ÊÃËíÑÇÊ ÇááÚÈÉ,Game Effect
190022,Option.ui,ÊÃËíÑÇÊ ÇáÎáİíÉ,BG.Effect
190023,Option.ui,ÇáÙá,Shadow
190024,Option.ui,ÅÎİÇÁ,Hide
190025,Option.ui,ÅÙåÇÑ,Visible
190026,Option.ui,ÊÃËíÑ Bloom,Bloom Effect
190027,Option.ui,æÖÚ ÇááÚÈÉ,Game Mode
190028,Option.ui,ÚÇÏí,Normal
190029,Option.ui,ÚÑíÖ,Wide
190030,Option.ui,ãäÎİÖ,Low
190031,Option.ui,ÚÇÏí,Normal
190032,Option.ui,ÚÇáí,High
190033,Option.ui,ÊÃËíÑ ÇáÃäÚßÇÓ,Reflection Effect
190034,Option.ui,ÃäÚßÇÓ ÇáÎÑíØÉ,Reflection Map
190035,Option.ui,ÓØæÚ ÇáÔÎÕíÇÊ,Character Light
190036,Option.ui,ãæÇÕİÇÊ ÌåÇÒ ÇáßãÈíæÊÑ,PC Specification
190037,Option.ui,ãäÎİÖ,Low
190038,Option.ui,ãÊæÓØ,Medium
190039,Option.ui,ÚÇáí,High
190040,Option.ui,ÇáÊÍßã,Controller
190041,Option.ui,ÍÑßÉ ááÃãÇã,Front Move
190042,Option.ui,áæÍÉ ÇáãİÇÊíÍ,Keyboard
190043,Option.ui,åÌæã,Offense
190044,Option.ui, ÃÚÏÇÏÇÊ ÇáÊÍßã,Key setting
190045,Option.ui,ÇáÏİÇÚ ,Defense
190046,Option.ui,ÑßÖ ÓÑíÚ,Fast Running
190047,Option.ui,ãÑÇæÛÉ ÓÑíÚÉ,Fast Dribble
190048,Option.ui,ÎØİ,Steal
190049,Option.ui,ÇáãåÇÑÇÊ,Skills
190050,Option.ui,ÚÑŞáÉ,Tackle
190051,Option.ui,ÍÌÈ,Screen
190052,Option.ui,ÊãÑíÑÉ ãä Èíä ÇáŞÏãíä,Thru Pass
190053,Option.ui,ÊãÑíÑÉ ŞÕíÑÉ ãÈÇÔÑÉ,Direct Short pass
190054,Option.ui,ÊãÑíÑÉ ŞÕíÑÉ,Short pass
190055,Option.ui,ÊãÑíÑÉ ÈÚíÏÉ ãÈÇÔÑÉ,Direct Long pass
190056,Option.ui,ÊãÑíÑÉ ØæíáÉ,Long pass
190057,Option.ui,ÖÑÈÉ ãÈÇÔÑå íãíäíÉ,Right Direct shot
190058,Option.ui,ÖÑÈÉ íãíäíÉ,Right Shot
190059,Option.ui,ÖÑÈå ãÈÇÔÑå íÓÇÑíÉ,Left Direct Shot
190060,Option.ui,ÖÑÈÉ íÓÇÑíÉ,Left Shot
190061,Option.ui,ÍÑßÉ ááíãíä,Right Move
190062,Option.ui,ÍÑßÉ ááíÓÇÑ,Left Move
190063,Option.ui,ÍÑßÉ ááÎáİ,Back Move
190064,Option.ui,ÑßÖ ÓÑíÚ 2,Fast Running2
190065,Option.ui,ãÑÇæÛÉ ÓÑíÚÉ 2,Fast Dribble2
190066,Option.ui,ãÓÇÑ,Track
190067,Option.ui,ãæÓíŞì ÇİÊÑÇÖíÉ,Default BGM
190068,Option.ui,ãæÓíŞì ÇáãÓÊÎÏã,User BGM
190069,Option.ui,ÇÓÊÑÌÇÚ ŞÇÆãÉ ÇáÊÔÛíá,Retrieved File List
190070,Option.ui,ÔßÑÃ ÌÒíáÇğ áß,Thank you very much!
190071,Option.ui,ÃİÊÑÇÖí,Default
190072,Option.ui,ÊÛíÑ,Change
190073,Option.ui,ÇÈÊåÌ,Cheer Up!
190074,Option.ui,ÍÓäÇğ,It's ok
190075,Option.ui,íÇ ÎÓÇÑÉ,My bad
190076,Option.ui,ãÍÇæáÉ ÌíÏÉ,Nice Try!
190077,Option.ui,ÇÎáÇÁ ÌíÏ,Nice Clear!
190078,Option.ui,ÊãÑíÑÉ ÌíÏÉ,Nice Pass!
190079,Option.ui,ÊÓÏíÏå ÌíÏÉ,Nice Shoot!
190080,Option.ui,ÇááÛÉ,Language 
190081,Option.ui,íÏ ÇáÊÍßã,Joystick
190082,Option.ui,ÇİÊÑÇÖí,Default
190083,Option.ui,ãİÇÊíÍ ÇáãåÇÑÉ,Skill Keys
190084,Option.ui,ÇİÊÑÇÖí,Default
190085,Option.ui,ÇáãÓÊÎÏã,User
190086,Option.ui,ÖÈØ,Adjust
190087,Option.ui,æÖÚ ßÇãá,Full Mode
190088,Option.ui,æÖÚ äÇİĞå %s,Wondow Mode %s
200001,PasswordBox.ui,ßáãÉ ÇáÓÑ,Password
200002,PasswordBox.ui,ÃÏÎá ßáãÉ ÇáÓÑ,Input password
210001,PlayerInformation.ui,ãÚáæãÇÊí,My Information
210002,PlayerInformation.ui,ÇáãÌãæÚ,Total
210003,PlayerInformation.ui,ÔåÑí,Monthly
210004,PlayerInformation.ui,ÇáãÈÇÑíÇÊ,Matches
210005,PlayerInformation.ui,ÚÏÏ ÇáãÑÇÊ,No. of Times
210006,PlayerInformation.ui,ÇáÊŞííã,Ranking
210007,PlayerInformation.ui,ÌæÇÆÒí,My trophies
210008,PlayerInformation.ui,ãÚáæãÇÊ ÇááÚÈÉ,Play Info.
210009,PlayerInformation.ui,ÇáÇÓÊåáÇß,Consumption
210010,PlayerInformation.ui,ŞÇÆãÉ ÇáãÊÇÌÑÉ,Trade List
210011,PlayerInformation.ui,ÇáäÇÏí,Club:
210012,PlayerInformation.ui,ÇáãÓÊæì,Level:
210013,PlayerInformation.ui,ÇááŞÈ,Title:
210014,PlayerInformation.ui,ÇáãÑßÒ,Position:
210015,PlayerInformation.ui,ÇáÍÇáÉ,Status:
210016,PlayerInformation.ui,ÇáÇÓã,Name:
210017,PlayerInformation.ui,ÇáÊØæÑ ÇáÊáŞÇÆí,Auto Growth
210018,PlayerInformation.ui,ÇáäŞÇØ ÇáÇÖÇİíÉ,Bonus Points
210019,PlayerInformation.ui,ÇáÍÇáÉ,Status
210020,PlayerInformation.ui,ÇÓã ÇáÇÏÇÉ,Item name
210021,PlayerInformation.ui,ÇáÊÃËíÑ,Effection
210022,PlayerInformation.ui,ÇáÚÏÏ,Quantity
210023,PlayerInformation.ui,ÇáÊÇÑíÎ,Date
210024,PlayerInformation.ui,ÇáÇÓã,Name
210025,PlayerInformation.ui,ÇáäæÚ,Type
210026,PlayerInformation.ui,ÇáßãíÉ,Amount 
210027,PlayerInformation.ui,ÇáßÃÓ,Trophy 
210028,PlayerInformation.ui,åĞÇ ÇáÑÈÚ,This quarter
210029,PlayerInformation.ui,ÇáÑÈÚ ÇáÃÎíÑ,Last quarter
210030,PlayerInformation.ui,ŞÇÆãÉ ÇÚÖÇÁ ÇáäÇÏí,Club member list
210031,PlayerInformation.ui,ŞÇÆãÉ ÇáÇÕÏŞÇÁ,Friend list
210032,PlayerInformation.ui,ÇáŞÇÆãÉ ÇáÓæÏÇÁ,Black list
210033,PlayerInformation.ui,ÇáÍÇáÉ,Status
210034,PlayerInformation.ui,ãÚáæãÇÊ ÇáäÇÏí,Club Info.
210035,PlayerInformation.ui,ÃÚÖÇÁ ÇáäÇÏí,Club member
210036,PlayerInformation.ui,ÃÓã ÇáäÇÏí,Club name
210037,PlayerInformation.ui,ÚÏÏ ÇáÇÚÖÇÁ,Qty of member
210038,PlayerInformation.ui,ŞÇÆÏ,Captain
210039,PlayerInformation.ui,äÇÆÈ ÇáßÇÈÊä,Vice captain
210040,PlayerInformation.ui,äŞÇØ ÇáäÇÏí,Club Point
210041,PlayerInformation.ui,ãÊæÓØ ÇáÊÕæíÊ,Avg. Vote
210042,PlayerInformation.ui,ÇáÊÕäíİ,Ranking
210043,PlayerInformation.ui,ÇáãÈÇÑíÇÊ,Match(es)
210044,PlayerInformation.ui,æŞÊ ÇááÚÈ,Playing Time
210045,PlayerInformation.ui,ÇáäÇÏí,Club
210046,PlayerInformation.ui,ÚÏÏ ãÑÇÊ ÇáİæÒ,Number of Win
210047,PlayerInformation.ui,ÊÚÇÏá,Draw
210048,PlayerInformation.ui,ÊãÑíÑÉ,Pass
210049,PlayerInformation.ui,ÕÏ,Guard
210050,PlayerInformation.ui,ÇÚÏÇÏ ÇáÊãÑíÑÇÊ ÇáÕÍíÍÉ,A valid pass
210051,PlayerInformation.ui,ÇÚÏÇÏ ÇáÕÏ ÇáÕÍíÍÉ,A valid guard
210052,PlayerInformation.ui,ÊÓÌíá,Record
210053,PlayerInformation.ui,ÇÎÓÑ äŞØÉ,Lose a point
210054,PlayerInformation.ui,äÊíÌÉ,Result
210055,PlayerInformation.ui,ÇáŞÇÆãÉ,List
210056,PlayerInformation.ui,ÇáÚÇÈ,Games
210057,PlayerInformation.ui,ÇáÑÈÍ,Win
210058,PlayerInformation.ui,ÊÚÇÏá,Draw
210059,PlayerInformation.ui,ÇáäÊíÌÉ,Score
210060,PlayerInformation.ui,ÑŞã,number
210061,PlayerInformation.ui,ãÌãæÚ ÇáäÊíÌÉ,Total Score
210062,PlayerInformation.ui,ŞØÚ ÕÍíÍ,Valid Cutting
210063,PlayerInformation.ui,ÊÓÏíÏ ÕÍíÍ,Valid Shooting
210064,PlayerInformation.ui,ÎØİ ÕÍíÍ,Valid Steal
210065,PlayerInformation.ui,ÚÑŞáÉ ÕÍíÍÉ,Valid Tackle
210066,PlayerInformation.ui,ÊãÑíÑÉ ÕÍíÍÉ,Valid Pass
210067,PlayerInformation.ui,ÕÏ ÕÍíÍ,Valid Guard
210068,PlayerInformation.ui,ãÍÇæáÉ ÊÓÏíÏ,Try Shoot
210069,PlayerInformation.ui,ãÍÇæáÉ ÎØİ,Try steal
210070,PlayerInformation.ui,ãÍÇæáÉ ÚÑŞáÉ,Try tackle
210071,PlayerInformation.ui,ãÍÇæáÉ ÊãÑíÑ,Try pass
210072,PlayerInformation.ui,ãÍÇæáÉ ÕÏ,Try guard
210073,PlayerInformation.ui,ÇáİæÒ,Win
210074,PlayerInformation.ui,äÊíÌÉ ÇáİæÒ,Victory score
210075,PlayerInformation.ui,ÇáŞØÚ,Cutting
210076,PlayerInformation.ui,äÓÈÉ ÇåÏÇİ æÓØíÉ,Average goal
210077,PlayerInformation.ui,äÓÈÉ ãÓÇäÏÉ æÓØíÉ,Average assist
210078,PlayerInformation.ui,äÓÈÉ ŞØÚ æÓØíÉ,Average cutting
210079,PlayerInformation.ui,äÓÈÉ ÊÓÏíÏ æÓØíÉ,Average shooting
210080,PlayerInformation.ui,äÓÈÉ ÎØİ æÓØíÉ,Average steal
210081,PlayerInformation.ui,äÓÈÉ ÚÑŞáÉ æÓØíÉ,Average tackle
